7,1.0067,1.0067,1.0066,1.0065,1.0064,1.0063,1.0062,1.0061,1.0061,1.006
8,1.0059,1.0058,1.0057,1.0056,1.0056,1.0055,1.0054,1.0053,1.0052,1.0051
9,1.0051,1.005,1.0049,1.0048,1.0047,1.0046,1.0046,1.0045,1.0044,1.0043
10,1.0042,1.0041,1.004,1.004,1.0039,1.0038,1.0037,1.0036,1.0035,1.0035
11,1.0034,1.0033,1.0032,1.0031,1.003,1.003,1.0029,1.0028,1.0027,1.0026
12,1.0025,1.0024,1.0024,1.0023,1.0022,1.0021,1.002,1.0019,1.0019,1.0018
13,1.0017,1.0016,1.0015,1.0014,1.0013,1.0013,1.0012,1.0011,1.001,1.0009
14,1.0008,1.0008,1.0007,1.0006,1.0005,1.0004,1.0003,1.0003,1.0002,1.0001
15,1,0.9999,0.9998,0.9997,0.9997,0.9996,0.9995,0.9994,0.9993,0.9992
16,0.9992,0.9991,0.999,0.9989,0.9988,0.9987,0.9986,0.9986,0.9985,0.9984
17,0.9983,0.9982,0.9981,0.9981,0.998,0.9979,0.9978,0.9977,0.9976,0.9976
18,0.9975,0.9974,0.9973,0.9972,0.9971,0.997,0.997,0.9969,0.9968,0.9967
19,0.9966,0.9965,0.9965,0.9964,0.9963,0.9962,0.9961,0.996,0.9959,0.9959
20,0.9958,0.9957,0.9956,0.9955,0.9954,0.9954,0.9953,0.9952,0.9951,0.995
21,0.9949,0.9948,0.9948,0.9947,0.9946,0.9945,0.9944,0.9943,0.9943,0.9942
22,0.9941,0.994,0.9939,0.9938,0.9937,0.9937,0.9936,0.9935,0.9934,0.9933
23,0.9932,0.9932,0.9931,0.993,0.9929,0.9928,0.9927,0.9926,0.9926,0.9925
24,0.9924,0.9923,0.9922,0.9921,0.992,0.992,0.9919,0.9918,0.9917,0.9916
25,0.9915,0.9915,0.9914,0.9913,0.9912,0.9911,0.991,0.9909,0.9909,0.9908
26,0.9907,0.9906,0.9905,0.9904,0.9904,0.9903,0.9902,0.9901,0.99,0.9899
27,0.9898,0.9898,0.9897,0.9896,0.9895,0.9894,0.9893,0.9893,0.9892,0.9891
28,0.989,0.9889,0.9888,0.9887,0.9887,0.9886,0.9885,0.9884,0.9883,0.9882
29,0.9881,0.9881,0.988,0.9879,0.9878,0.9877,0.9876,0.9876,0.9875,0.9874
30,0.9873,0.9872,0.9871,0.987,0.987,0.9869,0.9868,0.9867,0.9866,0.9865
31,0.9864,0.9864,0.9863,0.9862,0.9861,0.986,0.9859,0.9859,0.9858,0.9857
32,0.9856,0.9855,0.9854,0.9853,0.9853,0.9852,0.9851,0.985,0.9849,0.9848
33,0.9847,0.9847,0.9846,0.9845,0.9844,0.9843,0.9842,0.9841,0.9841,0.984
34,0.9839,0.9838,0.9837,0.9836,0.9836,0.9835,0.9834,0.9833,0.9832,0.9831
35,0.983,0.983,0.9829,0.9828,0.9827,0.9826,0.9825,0.9824,0.9824,0.9823
36,0.9822,0.9821,0.982,0.9819,0.9818,0.9818,0.9817,0.9816,0.9815,0.9814
37,0.9813,0.9813,0.9812,0.9811,0.981,0.9809,0.9808,0.9807,0.9807,0.9806
38,0.9805,0.9804,0.9803,0.9802,0.9801,0.9801,0.98,0.9799,0.9798,0.9797
39,0.9796,0.9795,0.9795,0.9794,0.9793,0.9792,0.9791,0.979,0.9789,0.9789
40,0.9788,0.9787,0.9786,0.9785,0.9784,0.9784,0.9783,0.9782,0.9781,0.978
41,0.9779,,,,,,,,,
